Numéro,Nom_rue_role,Nb_Logements,Logements_HLM_Familles,Logements_HLM_Personnes âgées,Logements_HLM_Autres,Type_projet,Type_programme,Année_Origine,Année_Effective,Arrondissement,Quartier_Référence,Nom_Villes_liées,Nom Projet,AireDiffusion_ID,longitude,latitude,Xnad83,Ynad83
1543,Michael,44,0,0,0,Coop,Autres,1988,1991,,87,Beaconsfield,C.h. Beaconsfield,24662299,-73.852518919481,45.4360583536565,277219.395643216,5032963.28585666
64395,Côte-Saint-Luc,94,0,0,0,Coop,Autres,1976,,,83,Côte-Saint-Luc,C.h. Côte-Saint-Luc,24660849,-73.6501875774678,45.471022378164,293056.784570089,5036799.34285521
1581,Louise-Lamy,33,0,0,0,Coop,Autres,1993,,,85,Dorval,C.h. Haus Der Heimat,24662243,-73.7478375740423,45.4471830919682,285413.332363734,5034168.9985248
1856,Notre-Dame,66,0,0,0,Coop,AL,2003,,,80,Montréal-Est,C.h. le Fleuve de l'espoir,24660057,-73.5132879676494,45.6221589296701,303763.790028992,5053584.46474478
1860,David,47,0,0,0,Coop,AL,2003,,,80,Montréal-Est,C.h. les Rives du St-Laurent,24660057,-73.5132879676494,45.6221589296701,303763.790028992,5053584.46474478
1579,Ernest,40,0,0,0,Coop,Autres,1987,1990,,89,Dollard-Des-Ormeaux,C.h. Néerlandaise de Montréal métropolitain,24663034,-73.8456917443206,45.4850606023449,277776.963375267,5038406.56903223
1580,Saint-Jean,47,0,0,0,Coop,Autres,1990,,,89,Dollard-Des-Ormeaux,C.h. Nord-Ouest,24663034,-73.8456917443206,45.4850606023449,277776.963375267,5038406.56903223
1526,Sauvé,40,0,0,0,Coop,Autres,1992,,Ahuntsic-Cartierville,4,,C.h. À tout hasard de Mtl,24662587,-73.6493434202702,45.5625526214734,293141.705538805,5046971.04503175
1530,Coopératives,28,0,0,0,Coop,Autres,1981,,Ahuntsic-Cartierville,5,,C.h. Alfred Rouleau,24662594,-73.637900021197,45.5568725215239,294033.934425579,5046338.20760343
1532,Coopératives,18,0,0,0,Coop,Autres,1981,,Ahuntsic-Cartierville,5,,C.h. Alphonse Desjardins,24662594,-73.637900021197,45.5568725215239,294033.934425579,5046338.20760343
1531,Coopératives,14,0,0,0,Coop,Autres,1981,,Ahuntsic-Cartierville,5,,C.h. Alphonse Desjardins,24662594,-73.637900021197,45.5568725215239,294033.934425579,5046338.20760343
1533,Coopératives,28,0,0,0,Coop,Autres,1981,,Ahuntsic-Cartierville,5,,C.h. Berthe Louard,24662594,-73.637900021197,45.5568725215239,294033.934425579,5046338.20760343
1529,Sauvé,40,0,0,0,Coop,Autres,1983,,Ahuntsic-Cartierville,4,,C.h. communautaire La source (Sauvé),24660499,-73.6536082579657,45.5529936906822,292806.743351818,5045909.37464042
1527,Sauvé,78,0,0,0,Coop,Autres,1985,,Ahuntsic-Cartierville,4,,C.h. communautaire Oasis Sauvé de Mtl,24660501,-73.6575668394344,45.5546992941864,292498.041730231,5046099.52005337
1534,Coopératives,30,0,0,0,Coop,Autres,1981,,Ahuntsic-Cartierville,5,,C.h. Cyrille Vaillancourt,24662594,-73.637900021197,45.5568725215239,294033.934425579,5046338.20760343
2283,Dulongpré,15,0,0,0,Coop,AL,2004,,Ahuntsic-Cartierville,1,,C.h. de la Solidarité Cartierville,24663253,-73.7135945458897,45.5269108375268,288115.487670512,5043021.47016948
64176,Henri-Bourassa,20,0,0,0,Coop,AL,2003,,Ahuntsic-Cartierville,6,,C.h. de l'Île de la Visitation,24662708,-73.656449490466,45.5759356433261,292589.879721184,5048459.38104019
1536,Henri-Bourassa,26,0,0,0,Coop,AL,2003,,Ahuntsic-Cartierville,6,,C.h. de l'Île de la Visitation,24662708,-73.656449490466,45.5759356433261,292589.879721184,5048459.38104019
64683,Henri-Bourassa,20,0,0,0,Coop,AL,2009,,Ahuntsic-Cartierville,6,,C.h. de Lille,24662708,-73.656449490466,45.5759356433261,292589.879721184,5048459.38104019
64682,Henri-Bourassa,16,0,0,0,Coop,AL,2009,,Ahuntsic-Cartierville,6,,C.h. de Lille,24662708,-73.656449490466,45.5759356433261,292589.879721184,5048459.38104019
64681,Henri-Bourassa,20,0,0,0,Coop,AL,2009,,Ahuntsic-Cartierville,6,,C.h. de Lille,24662708,-73.656449490466,45.5759356433261,292589.879721184,5048459.38104019
64162,Saint-François-d'Assise,14,0,0,0,Coop,Autres,1982,,Ahuntsic-Cartierville,6,,C.h. du Sault au Récollet,24662707,-73.6592995587756,45.5761038184643,292367.482900718,5048478.50838697
64670,Henri-Bourassa,8,0,0,0,Coop,AL,2005,,Ahuntsic-Cartierville,6,,C.h. la Paix,24662662,-73.659424814925,45.5722178485422,292356.849142357,5048046.67267894
64669,Papineau,4,0,0,0,Coop,AL,2005,,Ahuntsic-Cartierville,6,,C.h. la Paix,24662662,-73.659424814925,45.5722178485422,292356.849142357,5048046.67267894
64668,Papineau,4,0,0,0,Coop,AL,2005,,Ahuntsic-Cartierville,6,,C.h. la Paix,24662662,-73.659424814925,45.5722178485422,292356.849142357,5048046.67267894
64102,Henri-Bourassa,8,0,0,0,Coop,AL,2005,,Ahuntsic-Cartierville,6,,C.h. la Paix,24662662,-73.659424814925,45.5722178485422,292356.849142357,5048046.67267894
64550,Dulongpré,33,0,0,0,Coop,AL,2007,,Ahuntsic-Cartierville,1,,C.h. Lachapelle,24663253,-73.7135945458897,45.5269108375268,288115.487670512,5043021.47016948
1522,Michel-Sarrazin,20,0,0,0,Coop,Autres,1986,,Ahuntsic-Cartierville,1,,C.h. l'Embellie,24662502,-73.7089910108163,45.5283794780123,288475.508432806,5043183.73531664
64178,Émile-Nelligan,36,0,0,0,Coop,HorsProgr,1995,1995,Ahuntsic-Cartierville,1,,C.h. les 5 continents,24662484,-73.7202411825789,45.5284871104369,287596.779431661,5043198.0455222
2282,Papineau,34,0,0,0,Coop,AL,2004,,Ahuntsic-Cartierville,4,,C.h. les Mimosas,24662651,-73.6495833959191,45.5653334604781,293123.548255242,5047280.11922717
1524,Michel-Sarrazin,15,0,0,0,Coop,AL,2001,,Ahuntsic-Cartierville,1,,C.h. Michel-Sarrazin Cartierville,24662502,-73.7089910108163,45.5283794780123,288475.508432806,5043183.73531664
1523,Michel-Sarrazin,15,0,0,0,Coop,AL,2000,,Ahuntsic-Cartierville,1,,C.h. Michel-Sarrazin Cartierville,24662489,-73.7102899320714,45.5268108144578,288373.591862139,5043009.67314061
1528,Papineau,23,0,0,0,Coop,AL,2001,,Ahuntsic-Cartierville,4,,C.h. Papineau d'Ahuntsic,24662651,-73.6495833959191,45.5653334604781,293123.548255242,5047280.11922717
1525,Saint-Germain,37,0,0,0,Coop,AL,2002,,Ahuntsic-Cartierville,1,,C.h. St-Germain,24660570,-73.7001698052113,45.5275090339967,289164.300193655,5043085.24638506
1535,Coopératives,31,0,0,0,Coop,Autres,1981,,Ahuntsic-Cartierville,5,,C.h. Victor-Barbeau,24662594,-73.637900021197,45.5568725215239,294033.934425579,5046338.20760343
64181,Georges,8,0,0,0,Coop,Autres,1981,1987,Anjou,73,,C.h. Château en folie,24660193,-73.5521913934957,45.6155154988124,300729.578503107,5052847.40098812
64180,Georges,8,0,0,0,Coop,Autres,1981,1987,Anjou,73,,C.h. Château en folie,24660193,-73.5521913934957,45.6155154988124,300729.578503107,5052847.40098812
1539,Georges,8,0,0,0,Coop,Autres,1981,1987,Anjou,73,,C.h. Château en folie,24660193,-73.5521913934957,45.6155154988124,300729.578503107,5052847.40098812
1540,Galeries-d'Anjou,48,0,0,0,Coop,Autres,1986,1988,Anjou,73,,C.h. le Sillon d'Anjou,24662961,-73.5733818545156,45.5999068539739,299075.340981011,5051114.06695555
64534,de Courtrai,71,0,0,0,Coop,LAS,2008,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Atlas,24660613,-73.6485580854951,45.4954714731523,293189.218340243,5039516.13646367
1558,Barclay,14,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Barclay,24660616,-73.6436431926392,45.4946984202291,293573.195598663,5039429.52825193
1552,Bedford,25,0,0,0,Coop,Autres,1989,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. Bedford,24661313,-73.6357700046285,45.507452297836,294190.940468293,5040845.80232994
63432,Cavendish,24,0,0,0,Coop,AL,2004,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. Benny Farm,24660744,-73.6317237319676,45.4636041003459,294499.127543767,5035972.41919741
1559,Bourret,18,0,0,0,Coop,Autres,1982,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Bourret,24660665,-73.6360024056754,45.4924736120507,294169.962456436,5039181.2452772
64184,Bourret,18,0,0,0,Coop,Autres,1982,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Bourret,24660665,-73.6360024056754,45.4924736120507,294169.962456436,5039181.2452772
854,Barclay,20,0,0,0,Coop,PALL,1991,2007,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Cactus vert,24661319,-73.6363302183518,45.5010707301058,294145.961742149,5040136.68958382
855,Barclay,20,0,0,0,Coop,PALL,1991,2007,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Cactus vert,24661319,-73.6363302183518,45.5010707301058,294145.961742149,5040136.68958382
1570,Clifton,3,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Clifton,24662158,-73.6147724599717,45.4656202832382,295825.046775161,5036194.44452737
1569,Clifton,3,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Clifton,24662158,-73.6147724599717,45.4656202832382,295825.046775161,5036194.44452737
1568,Clifton,3,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Clifton,24662158,-73.6147724599717,45.4656202832382,295825.046775161,5036194.44452737
1567,Clifton,3,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Clifton,24662158,-73.6147724599717,45.4656202832382,295825.046775161,5036194.44452737
1545,Saint-Kevin,13,0,0,0,Coop,Autres,1985,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. Créative de Saint-Kevin,24660689,-73.6287116188303,45.4946017836886,294740.194043425,5039416.81083683
1563,Barclay,20,0,0,0,Coop,AL,2001,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. de la Haute ville,24660672,-73.6410213669709,45.4972897828122,293778.616660595,5039717.14424152
1553,Goyer,11,0,0,0,Coop,Autres,1998,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. de la rue Goyer,24661343,-73.6287169159389,45.5109716373423,294742.695140805,5041236.0012689
1554,Goyer,15,0,0,0,Coop,Autres,1997,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. de la rue Goyer,24661312,-73.6324991849195,45.5084505910859,294446.705119052,5040956.31642158
1571,Elmhurst,23,0,0,0,Coop,AL,2002,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Elmhurst,24660822,-73.6363238700426,45.4526488067219,294137.329490284,5034755.56147664
1546,Saint-Kevin,14,0,0,0,Coop,Autres,1986,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. Eureka,24660690,-73.6272437481232,45.4939594291929,294854.80639688,5039345.24302019
64805,Buchan,44,0,0,0,Coop,AL,2015,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Fleur de l'île,24663311,-73.6614764625224,45.4886091546056,292178.030344191,5038755.47336455
1574,Walkley,17,0,0,0,Coop,AL,2003,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. Havre de Paix,24660848,-73.6485035199901,45.4690639376902,293188.059428615,5036581.45698686
1564,Courtrai,26,0,0,0,Coop,AL,2000,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. la Perle internationale,24660676,-73.6436057272336,45.5016080707075,293577.496477582,5040197.39519008
1561,Plamondon,18,0,0,0,Coop,AL,2003,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. le Château Plamondon,24661319,-73.6363302183518,45.5010707301058,294145.961742149,5040136.68958382
1575,Walkley,12,0,0,0,Coop,AL,1999,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. le Village 5161 Walkley,24660845,-73.6448556909298,45.4685351665044,293473.188329675,5036522.17419079
1576,Walkley,12,0,0,0,Coop,AL,1999,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. le Village 5161 Walkley,24660845,-73.6448556909298,45.4685351665044,293473.188329675,5036522.17419079
1550,Lacombe,6,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. le Village de Côte-des-Neiges,24660696,-73.6229491150077,45.4980318080357,295191.161536121,5039797.2852514
1547,Lacombe,6,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. le Village de Côte-des-Neiges,24660696,-73.6229491150077,45.4980318080357,295191.161536121,5039797.2852514
1549,Lacombe,7,0,0,0,Coop,Autres,1976,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. le Village de Côte-des-Neiges,24660696,-73.6229491150077,45.4980318080357,295191.161536121,5039797.2852514
1551,Lacombe,6,0,0,0,Coop,Autres,1984,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. le Village de Côte-des-Neiges,24660696,-73.6229491150077,45.4980318080357,295191.161536121,5039797.2852514
1548,Lacombe,3,0,0,0,Coop,Autres,1976,,Côte-des-Neiges–Notre-Dame-de-Grâce,41,,C.h. le Village de Côte-des-Neiges,24660696,-73.6229491150077,45.4980318080357,295191.161536121,5039797.2852514
1555,Goyer,20,0,0,0,Coop,AL,2002,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. les Milles visages,24661316,-73.6350205633149,45.5041650261213,294248.887672556,5040480.38732231
64182,Goyer,20,0,0,0,Coop,AL,2002,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. les Milles visages,24661316,-73.6350205633149,45.5041650261213,294248.887672556,5040480.38732231
1556,Goyer,15,0,0,0,Coop,AL,1999,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. les Ormes de Goyer,24661312,-73.6324991849195,45.5084505910859,294446.705119052,5040956.31642158
64183,Linton,12,0,0,0,Coop,AL,2000,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. les Soleil de Linton,24660684,-73.633473355715,45.4967276793653,294368.420097603,5039653.66964553
1566,Linton,12,0,0,0,Coop,AL,2000,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. les Soleil de Linton,24660684,-73.633473355715,45.4967276793653,294368.420097603,5039653.66964553
1544,Bourret,15,0,0,0,Coop,Autres,1992,,Côte-des-Neiges–Notre-Dame-de-Grâce,40,,C.h. l'Orient,24660625,-73.6389941796873,45.4873606906288,293935.140461106,5038613.44533213
1572,Grand,15,0,0,0,Coop,Autres,1998,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Nouveau Sengsavang,24660871,-73.6242647327784,45.4599214237964,295081.792936013,5035562.23570132
1573,Grand,20,0,0,0,Coop,Autres,1998,,Côte-des-Neiges–Notre-Dame-de-Grâce,44,,C.h. Nouveau Sengsavang,24660871,-73.6242647327784,45.4599214237964,295081.792936013,5035562.23570132
64135,Darlington,24,0,0,0,Coop,AL,2005,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. Palais Darlington,24661308,-73.6275492236595,45.5098563964705,294833.736028939,5041111.91828572
1557,Goyer,13,0,0,0,Coop,Autres,1997,,Côte-des-Neiges–Notre-Dame-de-Grâce,42,,C.h. Place Goyer,24661321,-73.6359476636041,45.5043829395803,294176.480887005,5040504.72635499
1565,Plamondon,34,0,0,0,Coop,Autres,1983,,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Plamondon,24660671,-73.6400960140691,45.4968712108749,293850.855565377,5039670.50164963
849,Barclay,14,0,0,0,Coop,PALL,1993,2008,Côte-des-Neiges–Notre-Dame-de-Grâce,43,,C.h. Soksay,24660617,-73.6417307756804,45.4950332551632,293722.731122591,5039466.4730962
1577,Walkley,12,0,0,0,Coop,Autres,1986,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. Walkley,24660845,-73.6448556909298,45.4685351665044,293473.188329675,5036522.17419079
1578,Walkley,12,0,0,0,Coop,Autres,1986,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. Walkley,24660845,-73.6448556909298,45.4685351665044,293473.188329675,5036522.17419079
63431,Cavendish,46,0,0,0,Coop,LAS,2004,,Côte-des-Neiges–Notre-Dame-de-Grâce,45,,C.h. Zone d'opportunité,24660744,-73.6317237319676,45.4636041003459,294499.127543767,5035972.41919741
1592,Hillcrest,6,0,0,0,Coop,Autres,1990,,Lachine,70,,C.h. Champa,24660812,-73.6600618769335,45.4505520679141,292280.180206675,5034525.97439548
1591,Hillcrest,8,0,0,0,Coop,Autres,1990,,Lachine,70,,C.h. Champa,24660812,-73.6600618769335,45.4505520679141,292280.180206675,5034525.97439548
60926,Érables,19,0,0,0,Coop,AL,2004,,Lachine,70,,C.h. Château des érables,24660814,-73.6515478293226,45.4464788634034,292945.284072809,5034072.03096545
1587,45e,24,0,0,0,Coop,HorsProgr,1978,2000,Lachine,69,,C.h. de Lachine-Ouest,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
1584,45e,4,0,0,0,Coop,Autres,1978,2000,Lachine,69,,C.h. Dixie Lachine,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
1583,45e,12,0,0,0,Coop,Autres,1978,2000,Lachine,69,,C.h. Dixie Lachine,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
1582,45e,30,0,0,0,Coop,Autres,1982,2000,Lachine,69,,C.h. du Bord du lac de Lachine,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
1589,45e,8,0,0,0,Coop,Autres,1978,2000,Lachine,69,,C.h. du Site rocailleux de Lachine,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
1590,45e,8,0,0,0,Coop,Autres,1978,2000,Lachine,69,,C.h. du Site rocailleux de Lachine,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
64857,24e,31,0,0,0,Coop,LAS,2004,,Lachine,70,,C.h. Jardin d'Éden,24662433,-73.700871858105,45.4577181491526,289090.069594091,5035329.50279194
63142,24e,30,0,0,0,Coop,LAS,2004,,Lachine,70,,C.h. Jardin d'Éden,24662433,-73.700871858105,45.4577181491526,289090.069594091,5035329.50279194
1585,45e,8,0,0,0,Coop,HorsProgr,1978,2000,Lachine,69,,C.h. Lac St-Louis,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
1586,45e,12,0,0,0,Coop,HorsProgr,1978,2000,Lachine,69,,C.h. Lac St-Louis,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
64185,2e,8,0,0,0,Coop,AL,2003,,Lachine,70,,C.h. l'Envol de Lachine,24663383,-73.6621049248011,45.4446394248312,292119.051060779,5033869.22606944
1593,2e,8,0,0,0,Coop,AL,2003,,Lachine,70,,C.h. l'Envol de Lachine,24663383,-73.6621049248011,45.4446394248312,292119.051060779,5033869.22606944
64689,Notre-Dame,8,0,0,0,Coop,LAS,2005,,Lachine,70,,C.h. Louisiane,24662193,-73.6841574205976,45.4341051793932,290391.274083694,5032702.27782587
64106,Notre-Dame,8,0,0,0,Coop,LAS,2005,,Lachine,70,,C.h. Louisiane,24662193,-73.6841574205976,45.4341051793932,290391.274083694,5032702.27782587
64688,Notre-Dame,8,0,0,0,Coop,LAS,2005,,Lachine,70,,C.h. Louisiane,24662193,-73.6841574205976,45.4341051793932,290391.274083694,5032702.27782587
1594,2e,30,0,0,0,Coop,Autres,1987,2000,Lachine,70,,C.h. Macadam,24663389,-73.6657969685894,45.4392052372392,291828.989148008,5033265.91754618
1588,45e,24,0,0,0,Coop,HorsProgr,1978,2000,Lachine,69,,C.h. Nouveau départ de Lachine,24662220,-73.7061226440193,45.4393121226571,288674.168512892,5033285.09131819
64109,Ouellette,44,0,0,0,Coop,AL,2005,,Lachine,70,,C.h. St-Pierre-aux-Liens,24660816,-73.646282735476,45.4464842877291,293357.143196336,5034071.87097184
64187,Bélanger,4,0,0,0,Coop,Autres,1982,,LaSalle,68,,C.h. Corde à linge S O de Montréal,24660932,-73.6542564215565,45.4236420193658,292728.538550768,5031534.59458752
64186,Bélanger,6,0,0,0,Coop,Autres,1982,,LaSalle,68,,C.h. Corde à linge S O de Montréal,24660932,-73.6542564215565,45.4236420193658,292728.538550768,5031534.59458752
1596,Francoeur,19,0,0,0,Coop,Autres,1996,1996,LaSalle,68,,C.h. Francoeur LaSalle,24660940,-73.6445023341626,45.4252758886975,293492.178747562,5031714.74720622
1595,Stirling,22,0,0,0,Coop,AL,1997,,LaSalle,67,,C.h. Stirling de LaSalle,24660925,-73.6574949566437,45.4334995856045,292477.249488222,5032630.54752147
1777,Garnier,27,0,0,0,Coop,Autres,1986,,Le Plateau-Mont-Royal,33,,C.h. Académie des Saint-Anges,24661911,-73.5823002893399,45.5335920193033,298372.037770642,5043745.05954265
1762,Gilford,28,0,0,0,Coop,Autres,1985,,Le Plateau-Mont-Royal,31,,C.h. Amaryllis (Côté Cour),24662028,-73.5757675255978,45.5379690251072,298882.730264581,5044230.97886549
1763,Gilford,5,0,0,0,Coop,Autres,1983,,Le Plateau-Mont-Royal,31,,C.h. Amaryllis (Côté Cour),24661815,-73.5749613030997,45.53512734668,298945.399513317,5043915.12077206
1801,Saint-Joseph,18,0,0,0,Coop,Autres,1984,,Le Plateau-Mont-Royal,34,,C.h. au Pied de la Montagne,24661427,-73.5894113378774,45.5227829183183,297815.30047014,5042544.4274674
64194,Coloniale,3,0,0,0,Coop,Autres,1984,,Le Plateau-Mont-Royal,35,,C.h. Carcajou,24661963,-73.5845867002701,45.5202830987739,298191.902359447,5042266.21204672
1811,Marie-Anne,3,0,0,0,Coop,Autres,1984,,Le Plateau-Mont-Royal,35,,C.h. Carcajou,24661963,-73.5845867002701,45.5202830987739,298191.902359447,5042266.21204672
1810,Coloniale,3,0,0,0,Coop,Autres,1984,,Le Plateau-Mont-Royal,35,,C.h. Carcajou,24661963,-73.5845867002701,45.5202830987739,298191.902359447,5042266.21204672
1812,Henri-Julien,3,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,35,,C.h. Carcajou,24661956,-73.5805560643911,45.5209791995829,298506.862030861,5042343.24653281
1771,Marie-Anne,8,0,0,0,Coop,Autres,1983,,Le Plateau-Mont-Royal,32,,C.h. Château Maribert,24661837,-73.5801423912765,45.5251701991763,298539.643521489,5042808.96368518
1770,Saint-Hubert,12,0,0,0,Coop,Autres,1983,,Le Plateau-Mont-Royal,32,,C.h. Château Maribert,24661837,-73.5801423912765,45.5251701991763,298539.643521489,5042808.96368518
1821,Sainte-Famille,29,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,36,,C.h. Concerto de Mtl,24661944,-73.5755935899593,45.5114679829763,298893.541642744,5041285.88097353
1764,Érables,6,0,0,0,Coop,Autres,1979,,Le Plateau-Mont-Royal,31,,C.h. Côte de la Visitation,24661805,-73.5681374126921,45.5339065172114,299478.241373564,5043778.97365682
1780,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1781,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1782,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1784,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1786,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1787,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1783,Saint-Dominique,3,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
1785,Saint-Dominique,6,0,0,0,Coop,Autres,1994,,Le Plateau-Mont-Royal,34,,C.h. Coup double,24661376,-73.5968680661286,45.5257713373141,297233.191033844,5042877.20883807
64205,Milton,25,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,36,,C.h. de la rue des Artistes,24661944,-73.5755935899593,45.5114679829763,298893.541642744,5041285.88097353
1789,Laurier,12,0,0,0,Coop,Autres,1979,,Le Plateau-Mont-Royal,34,,C.h. de l'Esplanade,24661429,-73.593429057596,45.5225024394952,297501.405074724,5042513.61493791
1797,Clark,15,0,0,0,Coop,Autres,1983,,Le Plateau-Mont-Royal,34,,C.h. de Mercier,24661429,-73.593429057596,45.5225024394952,297501.405074724,5042513.61493791
1804,De Gaspé,6,0,0,0,Coop,AL,1999,,Le Plateau-Mont-Royal,34,,C.h. de P'tit Bloc,24661375,-73.5977145726038,45.5277394219772,297167.332700161,5043096.00408689
64802,Drolet,20,0,0,0,Coop,AL,2015,,Le Plateau-Mont-Royal,34,,C.h. de solidarité La familiale,24661425,-73.5852131188164,45.5234419461143,298143.337698335,5042617.30920629
64202,Jeanne-Mance,3,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,34,,C.h. des Pieds noirs,24661369,-73.6069727255776,45.5257176268969,296443.861798149,5042872.24185452
1802,Jeanne-Mance,3,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,34,,C.h. des Pieds noirs,24661369,-73.6069727255776,45.5257176268969,296443.861798149,5042872.24185452
1817,Saint-Dominique,5,0,0,0,Coop,Autres,1984,,Le Plateau-Mont-Royal,35,,C.h. des Pieds noirs,24661946,-73.576672615343,45.5165682225041,298809.773777426,5041852.75411689
1813,Sewell,28,0,0,0,Coop,Autres,1986,,Le Plateau-Mont-Royal,35,,C.h. Devonshire,24661941,-73.5764613810997,45.5149520368799,298826.105939968,5041673.13047656
64198,Grand-Pré,3,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,34,,C.h. d'Où Montréal,24661834,-73.5873367957051,45.5251868798492,297977.651627975,5042811.4035209
1799,Grand-Pré,3,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,34,,C.h. d'Où Montréal,24661834,-73.5873367957051,45.5251868798492,297977.651627975,5042811.4035209
64203,Esplanade,8,0,0,0,Coop,Autres,1983,,Le Plateau-Mont-Royal,34,,C.h. Double accord,24661369,-73.6069727255776,45.5257176268969,296443.861798149,5042872.24185452
1788,Jeanne-Mance,3,0,0,0,Coop,Autres,1982,,Le Plateau-Mont-Royal,34,,C.h. Double accord,24661369,-73.6069727255776,45.5257176268969,296443.861798149,5042872.24185452
1779,Parc,19,0,0,0,Coop,Autres,1979,,Le Plateau-Mont-Royal,34,,C.h. du Chatelet,24661383,-73.598778691844,45.5202398711628,297083.18711048,5042262.67395804
